"nr";"GEMMA-naam";"GGM-naam";"GEMMA-guid";"GGM-guid";"GEMMA-type";"GGM-uml-type";"archimate_type";"GEMMA-definitie";"GGM-definitie";"GEMMA-toelichting";"GGM-toelichting";"GEMMA-synoniemen";"GGM-synoniemen";"GEMMA-bron";"GGM-bron";"GEMMA-url";"GEMMA-alternate-name";"GEMMA-subtypes";"domein-iv3";"domein-dcat";"Datum-tijd-export"
"52";"Aflossingsplan";"Aflossingsplan";"";"EAID_234EB82E_9EC6_5904_2634_263C0A957ADF";"";"class";"business-object";"Een aflossingsplan bevat alle afspraken tussen de gemeente en de debiteur over op welke vordering hij/zij per wanneer welk bedrag aflost.";"Een aflossingsplan bevat alle afspraken tussen de gemeente en de debiteur over op welke vordering hij/zij per wanneer welk bedrag aflost.Verder geldt dat er bijzondere afspraken kunnen worden vastgelegd, bijvoorbeeld Dwangbevel. In zulke gevallen wordt de gehele schuld in één keer weer opeisbaar gesteld.";"";"";"";"";"";"";"";"";"";"Inkomen > Terug- en invordering";"";"09072026-00:43:48"
"53";"Afschrijving";"Afschrijving";"";"EAID_c0026057_03ab_4e5b_a021_aa9175c4078c";"";"class";"business-object";"De vordering blijkt oninbaar. Er is (nog) geen aflossingsmogelijkheid en er is geen perspectief tot invordering. Afscheid nemen van de vordering gebeurt via het afschrijven van de vordering.";"De vordering blijkt oninbaar. Er is (nog) geen aflossingsmogelijkheid. Er wordt ook niet geacht dat er perspectief is tot invordering. Er wordt afscheid genomen van de vordering.Afscheid nemen van de vordering gebeurt via het afschrijven van de vordering. De reden daarvan wordt opgegeven.";"";"";"";"";"";"";"";"";"";"Inkomen > Terug- en invordering";"";"09072026-00:43:48"
"54";"Afspraakstatus";"Afspraakstatus";"93731fcf-2b7f-42f2-9f94-6f6f80ce0067";"EAID_5AA9821A_A88A_480b_9950_70FE017593B3";"business-object";"class";"";"";"de toestand van de afspraak";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-93731fcf-2b7f-42f2-9f94-6f6f80ce0067";"";"";"10 Dienstverlening";"";"09072026-00:43:48"
"55";"";"Afvalbak";"";"EAID_58EF1415_6ACB_412B_9C3E_E390BB2AE3B";"";"class";"";"";"Inzamelobject voor afval in de openbare ruimte dat handmatig kan worden leeggemaakt.
Toelichting: Inzamelobject voor afval in de openbare ruimte dat handmatig kan worden leeggemaakt.";"";"";"";"";"";"";"";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"56";"";"AfwijkendBuitenlandsCorrespondentieadresRol";"";"EAID_6F75D9F8_50B8_4d89_9798_26B7FD9A6DA2";"";"class";"";"";"De gegevens van het adres in het buitenland waarop BETROKKENE in zijn/haar ROL in de ZAAK in de regel schriftelijk bereikbaar is indien dat afwijkt van het reguliere buitenlandse correspondentieadres van BETROKKENE";"";"";"";"";"";"";"";"";"";"99 Kern > RGBZPlus";"";"09072026-00:43:48"
"57";"";"AfwijkendCorrespondentiePostadresRol";"";"EAID_8F133649_AE11_491c_998B_6288B7FC8FE4";"";"class";"";"";"De gegevens die tezamen een postbusadres of antwoordnummeradres vormen waarvan BETROKKENE, geen ORGANISATORISCHE EENHEID en MEDEWERKER ziinde, heeft aangegeven schriftelijk bereikbaar te zijn in verband met zijn/haar ROL in de ZAAK en dat afwijkt van de reguliere correspondentiegegevens van BETROKKENE.";"";"";"";"";"";"";"";"";"";"99 Kern > RGBZPlus";"";"09072026-00:43:48"
"58";"";"Afwijkende maatregel";"";"EAID_1BD0DD3A_888E_945B_4A20_276CADAE4D4C";"";"class";"";"";"Een *afwijkende maatregel* is een maatregel die afwijkt van de standaardregel of wettelijke norm en die op basis van een wettelijke grondslag, beleidsregel of gemotiveerde beslissing in een concreet geval wordt toegepast.";"";"In de bestuursrechtelijke en juridische context duidt een afwijkende maatregel op een *uitzondering* van de reguliere toepassing van een wettelijke regeling of standaardprocedure, waarbij een bestuursorgaan in bijzondere gevallen kiest voor een aangepaste aanpak, binnen de grenzen van de wet. Deze afwijking moet objectief worden gemotiveerd en steunen op een wettelijke grondslag of beleidskader, zodat rechtszekerheid en evenredigheid worden gewaarborgd. De term wordt in diverse beleids- en regelgevingsteksten gebruikt om aan te geven dat een maatregel op een specifiek punt anders wordt vormgegeven dan de hoofdregel, bijvoorbeeld bij maatwerk in bijstandsverordeningen of afwijkingsbevoegdheden in bestemmingsplannen.";"";"";"";"";"";"";"";"Inkomen > Normafwijking";"";"09072026-00:43:48"
"59";"Agendapunt";"Agendapunt";"34b2e5f9-63ab-42e8-bfa9-85e12ff6e417";"EAID_73FB5212_40ED_40dc_B837_36588840445A";"business-object";"class";"";"Een onderwerp dat in de vergadering wordt behandeld.";"Een onderwerp dat in de vergadering wordt behandeld.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-34b2e5f9-63ab-42e8-bfa9-85e12ff6e417";"";"";"0 Bestuur, Politiek en Ondersteuning > Griffie";"";"09072026-00:43:48"
"60";"AKRKadastraleGemeentecode";"AkrKadastraleGemeentecode";"5bac73d2-8cbf-454b-8d23-692128387418";"EAID_6BA8DD14_1CC9_4669_BDCC_856B5C628D6B";"business-object";"class";"";"De door de Dienst Kadaster onderkende AKR codes voor  kadastrale gemeenten";"De door de Dienst Kadaster onderkende AKR codes voor  kadastrale gemeenten";"";"";"";"";"BRK";"";"https://gemmaonline.nl/index.php/GEMMA/id-5bac73d2-8cbf-454b-8d23-692128387418";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"61";"";"Alimentatie";"";"EAID_0CAB2134_E295_ADCD_A732_293A6ED5D9E0";"";"class";"";"";"Een persoon kan inkomsten hebben uit alimentatie.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"62";"Ambacht";"Ambacht";"bb9de7ad-7e7e-4b87-9968-046d9bedd6ef";"EAID_54944273_F312_44b2_A78D_43488F915429";"business-object";"class";"";"Beroep waarbij een handwerker met gereedschap eindproducten maakt.";"Beroep waarbij een handwerker met gereedschap eindproducten maakt.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-bb9de7ad-7e7e-4b87-9968-046d9bedd6ef";"";"";"Erfgoed > Monumenten";"";"09072026-00:43:48"
"63";"";"Ander inkomen";"";"EAID_1A880B88_29D8_FB84_538B_293A707D1452";"";"class";"";"";"Een persoon kan inkomsten hebben uit ander inkomen.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"64";"";"AnderZaakobjectZaak";"";"EAID_ABF8E616_8600_49e8_BD38_52F7C9FB70CA";"";"class";"";"";"Aanduiding van het object (of de objecten) waarop de ZAAK betrekking heeft indien dat object (of die objecten) niet aangeduid kan worden met de relatie ""heeft betrekking op ZAAKOBJECT"".";"";"";"";"";"";"";"";"";"";"99 Kern > RGBZPlus";"";"09072026-00:43:48"
"65";"";"Andere reden afwijkende startdatum";"";"EAID_237c7e1c_5893_475f_be3f_49b629316e1e";"";"class";"";"";"*Andere reden afwijkende startdatum* is een omschrijving van een **reden waarom de startdatum van een dienst of uitkering afwijkt van de standaard startdatum**, voor zover deze reden niet onder de standaardcategorieën valt.";"";"In het GBI-model voor *Reden aanvraag* geeft *Andere reden afwijkende startdatum* een aanvullende aanduiding van een bijzondere reden waarom de startdatum van een dienst (zoals een uitkering) niet samenvalt met de eerste melding of standaardprocedure. Dit kan situaties omvatten die niet worden gedekt door de reguliere subcategorieën (bijv. opname in een instelling, technische vertragingen of wachten op een beslissing van een andere instantie). De startdatum kan hierdoor eerder of later liggen dan de reguliere melddatum. Het objecttype zelf heeft in de GBI-ontologie geen aparte tekstuele definitie, maar volgt uit de context van *Reden afwijkende startdatum* in het model *Reden aanvraag*.";"";"";"";"";"";"";"";"Inkomen > Reden aanvraag";"";"09072026-00:43:48"
"66";"";"Andere reden verzoek";"";"EAID_1E8815BF_5BAC_6978_BF60_2791C1C96FC3";"";"class";"";"";"*Andere reden verzoek* is een categorie voor een **overige reden** waarom een aanvraag wordt gedaan die niet onder de standaard-redencategorieën valt binnen het *Reden aanvraag*-model.";"";"Binnen het GBI-Ontologiemodel *Reden aanvraag* worden standaardredenen voor een aanvraag (zoals gestopt werk, overlijdenssituaties of veranderingen in inkomenssituaties) onderscheiden. *Andere reden verzoek* omvat **restcategorieën van omstandigheden of redenen die niet expliciet in de reguliere subcategorieën zijn benoemd**, zoals vertrek uit een asielzoekerscentrum of andere bijzondere situaties die relevant zijn voor de start of aard van de aanvraag. Het dient als vangnet-categorie om onvoorziene of niet-gespecificeerde redenen op te nemen in de gegevensregistratie.";"";"";"";"";"";"";"";"Inkomen > Reden aanvraag";"";"09072026-00:43:48"
"67";"Appartementsrecht";"Appartementsrecht";"b84fbae7-cecd-4c24-96cb-427a00d862c6";"EAID_869E0A04_A663_4839_970D_7FB82DF6C317";"business-object";"class";"business-object";"Een KADASTRALE ONROERENDE ZAAK dat een aandeel is in de goederen die in de splitsing zijn betrokken, dat de bevoegdheid omvat tot het uitsluitend gebruik van bepaalde gedeelten van het gebouw die blijkens hun inrichting bestemd zijn of worden om als afzonderlijk geheel te worden gebruikt (art. 5:106 lid 4 BW).";"Een KADASTRALE ONROERENDE ZAAK dat een aandeel is in de 
goederen die in de splitsing zijn betrokken, dat de bevoegdheid omvat tot het uitsluitend gebruik van bepaalde gedeelten van het gebouw die blijkens hun inrichting bestemd zijn of worden om als afzonderlijk geheel te worden 
gebruikt (art. 5:106 lid 4 BW).";"";"Een aandeel in een recht op een gebouw en daarmee onlosmakelijk verbonden het uitsluitend gebruiksrecht van een bepaald privé-gedeelte in dat gebouw. Dat kan ook een garage of een parkeerplaats zijn. De privé-gedeelten zijn dus niet altijd woongedeelten. Een splitsing in appartementsrechten komt tot stand door inschrijving van een notariële akte van splitsing bij het kadaster. Elke splitsing in appartementsrechten kent een Vereniging van Eigenaren (VVE). Een splitsing in appartementsrechten kan worden gewijzigd. Ook kan binnen een bestaande splitsing een appartementsrecht worden ondergesplitst, d.w.z. een splitsing binnen een splitsing. Tenslotte kan een splitsing in appartementsrechten weer worden opgeheven. Voor al de genoemde rechtshandelingen is een notariële akte nodig die in de Openbare Registers moet worden ingeschreven. Zie voor de wettelijke regeling van appartementsrechten Boek 5 Burgerlijk Wetboek.";"";"";"BRK";"";"https://gemmaonline.nl/index.php/GEMMA/id-b84fbae7-cecd-4c24-96cb-427a00d862c6";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"68";"Appartementsrechtsplitsing";"Appartementsrechtsplitsing";"1b771d9e-6208-4916-86ed-a88a79cac648";"EAID_C1542AC8_2F3C_4e62_ADFA_A9FB3358DAB1";"business-object";"class";"";"Het recht op een stuk grond of op een gebouw met toebehoren op de daarbij behorende grond met toebehoren is gesplitst in appartementsrechten.";"Het recht op een stuk grond of op een gebouw met toebehoren op de daarbij behorende grond met toebehoren is gesplitst in appartementsrechten.";"";"Een appartementsrechtsplitsing is een object dat beoogt ten behoeve van een splitsing in appartementsrechten, de in de splitsing betrokken rechten administratief samen te voegen. De appartementsrechtsplitsing omvat het geheel van rechten op een of meer kadastrale objecten dat is (onder) gesplitst in appartementsrechten. Een appartementsrechtsplitsing is een hoofdsplitsing of een ondersplitsing of een splitsingafkooperfpacht.";"";"";"BRK";"";"https://gemmaonline.nl/index.php/GEMMA/id-1b771d9e-6208-4916-86ed-a88a79cac648";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"69";"Applicatie";"Applicatie";"f5c91145-fba4-47cb-aaf9-bb9c64e19a21";"EAID_A8945FD7_EA20_418e_8E7F_18F13F16E338";"business-object";"class";"business-object";"Een applicatiecomponent die gericht is op het ondersteunen van eindgebruikers.";"Een applicatiecomponent die gericht is op het ondersteunen van eindgebruikers.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-f5c91145-fba4-47cb-aaf9-bb9c64e19a21";"";"";"9 Interne Organisatie > ICT";"";"09072026-00:43:48"
"70";"";"Applicatiecategorie";"";"EAID_A030D866_E2E7_4854_ACFD_C62DB3ABDA38";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"9 Interne Organisatie > ICT";"";"09072026-00:43:48"
"71";"";"Arbeidsmarktkwalificaties";"";"EAID_E771BA5B_93D4_48a0_A6FC_BEBDD18C8975";"";"class";"";"";"Een verzameling formele en informele kwalificaties, vaardigheden en eigenschappen die relevant zijn voor de inzetbaarheid van een persoon op de arbeidsmarkt.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Werk";"";"09072026-00:43:48"
"72";"";"Arbeidsperiode";"";"EAID_E2F30023_4E8C_44fc_8989_1E467EA8618F";"";"class";"";"";"Een aaneengesloten periode waarin een persoon arbeid heeft verricht, met begin- en einddatum.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Werk";"";"09072026-00:43:48"
"73";"";"Arbeidsverhouding";"";"EAID_BDC8C949_2563_45eb_9E85_866ED51B3AC4";"";"class";"";"";"Een relatie waarin sprake is van afspraken tussen een werknemer en een werkgever over het verrichten van arbeid.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Werk";"";"09072026-00:43:48"
"74";"";"Arbeidsvermogen";"";"EAID_F657BA3E_8B66_4b84_8036_0FA4CCC2D3CE";"";"class";"";"";"Een inschatting van wat iemand op basis van fysieke, mentale en sociale capaciteiten aan arbeid kan verrichten.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Werk";"";"09072026-00:43:48"
"75";"Archeologiebesluit";"Archeologiebesluit";"6df26100-0a75-447d-a8f1-5a87adeea7ef";"EAID_836E51BF_65E9_4482_B555_C9AB737D264D";"business-object";"class";"";"Een professioneel oordeel dat gebaseerd is op algemeen aanvaarde wetenschap ten aanzien van de archeologie";"Een professioneel oordeel dat gebaseerd is op algemeen aanvaarde wetenschap ten aanzien van de archeologie";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-6df26100-0a75-447d-a8f1-5a87adeea7ef";"";"";"Erfgoed > Archeologie";"";"09072026-00:43:48"
"76";"Archief";"Archief";"6b072b67-e13f-422e-9e5c-068deb532aad";"EAID_E09E5B44_4D39_455a_B0A5_390A63AC0C43";"business-object";"class";"";"De bewaarplaats van belangrijke gegevens die zijn vastgelegd in documentvorm alsook de verzameling van documenten die voor een bepaald doel vervaardigd zijn.";"De bewaarplaats van belangrijke gegevens die zijn vastgelegd in documentvorm alsook de verzameling van documenten die voor een bepaald doel vervaardigd zijn.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-6b072b67-e13f-422e-9e5c-068deb532aad";"";"";"Erfgoed > Archief";"";"09072026-00:43:48"
"77";"";"Archiefcategorie";"";"EAID_66DB38CC_932D_462c_9791_C60237EA9B7A";"";"class";"";"";"Typologie van een archief conform landelijke indeling";"";"";"";"";"";"";"";"";"";"Erfgoed > Archief";"";"09072026-00:43:48"
"78";"Archiefstuk";"Archiefstuk";"7b7d7585-b081-4bcc-a39e-cf6b3803799a";"EAID_369E453B_4C3A_48dc_9619_C36232B339D9";"business-object";"class";"business-object";"Bijeengebrachte informatie, ongeacht het medium, die wordt gecreëerd, ontvangen en gearchiveerd door een bureau, een instelling, een organisatie of een individu met het oog op het nakomen van wettelijke verplichtingen of het uitvoeren van zakelijke transacties.(AAT)";"Bijeengebrachte informatie, ongeacht het medium, die wordt gecreëerd, ontvangen en gearchiveerd door een bureau, een instelling, een organisatie of een individu met het oog op het nakomen van wettelijke verplichtingen of het uitvoeren van zakelijke transacties.(AAT)";"";"";"Archiefbescheiden";"Archiefbescheiden";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-7b7d7585-b081-4bcc-a39e-cf6b3803799a";"";"";"Erfgoed > Archief";"";"09072026-00:43:48"
"79";"Areaal";"Areaal";"1dc502a7-f60b-4950-92b1-9a7f8cdc471f";"EAID_9507EE24_6397_4a9c_B478_8C2899EC0BFB";"business-object";"class";"";"Het verspreidingsgebied van een een soort, een levensgemeenschap of een biotooptype.";"Het verspreidingsgebied van een een soort, een levensgemeenschap of een biotooptype.";"";"";"Verspreidingsgebied";"Verspreidingsgebied";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-1dc502a7-f60b-4950-92b1-9a7f8cdc471f";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"80";"Artefact";"Artefact";"7f936c4f-360e-47a3-a558-1682d8cfbf1a";"EAID_2C230EE7_036D_48be_B82A_FF45598170F7";"business-object";"class";"";"De benaming voor ieder verplaatsbaar object dat door de mens is vervaardigd, bewerkt en/of gebruikt.";"De benaming voor ieder verplaatsbaar object dat door de mens is vervaardigd, bewerkt en/of gebruikt.";"";"";"artefacten, voorwerp, voorwerpen";"artefacten, voorwerp, voorwerpen";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-7f936c4f-360e-47a3-a558-1682d8cfbf1a";"";"";"Erfgoed > Archeologie";"";"09072026-00:43:48"
"81";"";"Artefactsoort";"";"EAID_67CF25EB_EBB0_4185_8171_1F9DD3B5D212";"";"class";"";"";"Typering van artefacten";"";"";"";"";"";"";"";"";"";"Erfgoed > Archeologie";"";"09072026-00:43:48"
"82";"Artikel";"Artikel";"1054f6c9-2c53-4bf9-ad9f-04851ce71a4a";"EAID_F38E71BC_DDA2_4a9c_A438_C486EC4C4646";"business-object";"class";"";"Tekst die is gemaakt om gepubliceerd te worden als een onafhankelijk deel van een tijdschrift, krant, encyclopedie of ander werk";"Tekst die is gemaakt om gepubliceerd te worden als een onafhankelijk deel van een tijdschrift, krant, encyclopedie of ander werk";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-1054f6c9-2c53-4bf9-ad9f-04851ce71a4a";"";"";"10 Dienstverlening";"";"09072026-00:43:48"
"83";"Asielstatushouder";"Asielstatushouder";"3991c605-2abb-4185-b7ce-1adf5966e3c7";"EAID_598F7015_C6B5_4eed_80A6_139B62324678";"business-object";"class";"business-object";"Inburgeringsplichtige met verblijfsvergunning asiel die door de gemeente wordt gekoppeld aan een inburgeringstraject.";"De Inburgeringsplichtige die rechtmatig verblijf heeft";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-3991c605-2abb-4185-b7ce-1adf5966e3c7";"";"";"6 Sociaal Domein > Inburgering";"";"09072026-00:43:48"
"84";"";"Attribuutsoort";"";"EAID_8D273DE5_3529_4652_BCA1_F86B28F26017";"";"class";"";"";"Attribuutsoort – Stereotype «Attribuutsoort»: De UML-representatie van een attribuutsoort, uitgedrukt in een stereotype van UML-Property3 (metaclass).
Er zijn verschillende modelelementen die gebaseerd zijn op UML-property, zoals aangegeven in §2.1.2. Wanneer een UML-property in het informatiemodel de betekenis heeft van een attribuut van een objecttype, dan heeft deze het stereotype «Attribuutsoort».
Een attribuutsoort is een type van gelijksoortige attributen of gegevens. Daartoe kijken we eerst naar het begrip ‘gegeven’.";"";"";"";"Attribuut";"";"";"";"";"";"9 Interne Organisatie > ICT";"";"09072026-00:43:48"
"85";"Auteur";"Auteur";"3335a028-e7f5-44a7-9afc-a80ba0214eb6";"EAID_BCAFBBCD_851E_4235_9D85_88EC71F2245B";"business-object";"class";"";"De persoon die verantwoordelijk is voor de inhoud van een (digitaal) document";"De persoon die verantwoordelijk is voor de inhoud van een (digitaal) document";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-3335a028-e7f5-44a7-9afc-a80ba0214eb6";"";"";"Erfgoed > Archief";"";"09072026-00:43:48"
"86";"AutoriteitAfgifteNederlandsReisdocument";"AutoriteitAfgifteNederlandsReisdocument";"18d19806-b210-4a85-ad89-52c9925008d6";"EAID_E36F8A4C_C487_40ec_9D4F_4FDF5DCED461";"business-object";"class";"";"Een opsomming van de diverse coderingen van de autoriteiten die een Nederlands reisdocument kunnen afgegeven";"Een opsomming van de diverse coderingen van de autoriteiten die een Nederlands reisdocument kunnen afgegeven";"";"";"";"";"BRP";"BRP";"https://gemmaonline.nl/index.php/GEMMA/id-18d19806-b210-4a85-ad89-52c9925008d6";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"87";"";"B1-route";"";"EAID_09D462A9_94C8_4803_A0A0_B7DB4363B45D";"";"class";"";"";"De B1-route is &#233;&#233;n van de drie leerroutes in het inburgeringsstelsel, waarbij de inburgeringsplichtige zich voorbereidt op het afleggen van het inburgeringsexamen op taalniveau B1, gericht op brede participatie in de Nederlandse samenleving en toeleiding naar arbeid.";"";"•	De B1-route is bedoeld voor inburgeringsplichtigen die voldoende leervermogen hebben om Nederlands op B1-niveau te leren (Europees Referentiekader).
	•	De route omvat onder andere taallessen, KNM (Kennis van de Nederlandse Maatschappij), en participatieactiviteiten.
	•	De gemeente stelt de leerroute vast op basis van de brede intake en de leerbaarheidstoets (zie artikelen 15 en 16 van de Wet inburgering 2021).
	•	Binnen deze route is ook ruimte voor duale trajecten waarin taalverwerving en praktijkervaring worden gecombineerd (zoals werken of vrijwilligerswerk).";"";"";"";"";"";"";"";"6 Sociaal Domein > Inburgering";"";"09072026-00:43:48"
